location_id,date,mean,upper,lower,location_name
536,2020-10-09,5212.65330145829,8720.22066342896,2891.22164226021,Illinois
536,2020-10-10,5338.4914814824,8982.03930185549,2944.14599869875,Illinois
536,2020-10-11,5468.77528479262,9238.04526671907,3002.21606296957,Illinois
536,2020-10-12,5604.00675968697,9531.61601341889,3059.16555408174,Illinois
536,2020-10-13,5744.57711642191,9769.80235646195,3121.65713212839,Illinois
536,2020-10-14,5885.02029302094,10037.0035309961,3184.82823252245,Illinois
536,2020-10-15,6025.20832686962,10304.9592969153,3248.93907629787,Illinois
536,2020-10-16,6176.81354440352,10583.2058692878,3322.221852411,Illinois
536,2020-10-17,6340.19113356982,10878.842130233,3403.34938201783,Illinois
536,2020-10-18,6509.85946829213,11181.6925474084,3481.27210724009,Illinois
536,2020-10-19,6686.42819148191,11489.5749693989,3564.71360039935,Illinois
536,2020-10-20,6870.40649856134,11807.2275045401,3655.22383284322,Illinois
536,2020-10-21,7055.00153937688,12044.9821922604,3746.91211733879,Illinois
536,2020-10-22,7240.34910746884,12433.6539519175,3833.99491906916,Illinois
536,2020-10-23,7441.60483386673,12765.971314131,3926.79566860218,Illinois
536,2020-10-24,7659.47643180129,13206.0328900317,4035.92973873094,Illinois
536,2020-10-25,7887.19790171876,13668.9374956734,4149.51003985866,Illinois
536,2020-10-26,8125.83256882047,14088.8681355012,4268.90849939664,Illinois
536,2020-10-27,8376.06767573003,14608.2067900502,4401.17543479684,Illinois
536,2020-10-28,8628.81549572067,15155.4725207669,4538.50096426476,Illinois
536,2020-10-29,8876.98740332299,15689.4781339748,4700.83962479183,Illinois
536,2020-10-30,9144.85499256417,16283.8704400216,4834.56582824742,Illinois
536,2020-10-31,9439.99908791573,16973.4274521785,4989.86168585443,Illinois
536,2020-11-01,9747.88800775588,17560.3425582144,5150.03722606916,Illinois
536,2020-11-02,10061.0306819205,18156.8770684674,5300.39778343639,Illinois
536,2020-11-03,10388.6260711751,18778.9530911055,5473.68901749235,Illinois
536,2020-11-04,10722.3054513283,19411.0518189203,5657.58256348535,Illinois
536,2020-11-05,11053.0663994851,20052.0921684673,5792.57113118251,Illinois
536,2020-11-06,11410.1803783954,20736.8209336402,5993.34422018421,Illinois
536,2020-11-07,11790.8114040883,21458.4723954743,6210.75623127525,Illinois
536,2020-11-08,12172.2806238033,21673.2231966145,6410.43989892299,Illinois
536,2020-11-09,12565.9910525878,22403.0000826677,6593.62871008939,Illinois
536,2020-11-10,12982.7070548634,23093.3648933914,6784.04417944131,Illinois
536,2020-11-11,13400.2998329141,23658.1170341003,6975.24755016728,Illinois
536,2020-11-12,13809.7868756195,24355.2474414485,7207.80834783083,Illinois
536,2020-11-13,14222.87414884,24707.4813789565,7431.29640847887,Illinois
536,2020-11-14,14634.2581800376,25134.2650371906,7641.11298928424,Illinois
536,2020-11-15,15061.4752125661,25718.2211979145,7855.33990750355,Illinois
536,2020-11-16,15524.3905794926,26568.9406624157,8091.96269294135,Illinois
536,2020-11-17,15976.6410077634,27206.4927808062,8344.7108007154,Illinois
536,2020-11-18,16370.7693033369,27528.3482923098,8564.50739519615,Illinois
536,2020-11-19,16710.9034800679,27947.8296294615,8782.37465333952,Illinois
536,2020-11-20,16995.7903435011,27530.3557558523,9030.08825372588,Illinois
536,2020-11-21,17268.2357081261,27501.2670333252,9296.68349555796,Illinois
536,2020-11-22,17560.5562279029,27385.1601741394,9570.7459165737,Illinois
536,2020-11-23,17792.0683658979,27410.9775808572,9854.85782244099,Illinois
536,2020-11-24,17991.3146030321,27516.2282603504,10149.9435230399,Illinois
536,2020-11-25,18184.688182896,27679.0734641841,10407.5221147243,Illinois
536,2020-11-26,18320.8163414657,27773.6041465351,10693.6705729119,Illinois
536,2020-11-27,18402.5138187643,27655.9387668445,10999.9410816623,Illinois
536,2020-11-28,18456.9751433817,27764.0754719519,11225.0310041694,Illinois
536,2020-11-29,18503.6500354898,27639.6423666236,11449.7256308889,Illinois
536,2020-11-30,18498.3584516853,27290.1400513152,11453.2463522431,Illinois
536,2020-12-01,18463.5027400854,27512.5164891335,11580.9620527102,Illinois
536,2020-12-02,18401.5392713203,27416.5295382429,11741.8510601799,Illinois
536,2020-12-03,18290.0412189187,27521.482498952,11477.5353500064,Illinois
